Ordem,ID,Versão,Sprint,Componente,Forma de integração,Tipo,Tarefa,Passo de execução,Artefato a produzir,Critério de aceite,Dependências,Requisitos,Status,Prioridade na versão,Risco,Aplicabilidade,Responsável,Revisor humano,Data de aceite,Evidência exigida,Evidência obtida,ADR / justificativa,Fechamento,Observações
679,SL-S62-08,v1.1.0,S62,Recovery / observabilidade local,Próprio,Teste,Ensaiar corrupção combinada,"Misturar cache inválido, arquivo ausente e journal incompleto em cópia descartável.",tests/recovery/scenarios/,Ferramenta conserva dados recuperáveis e relata o que não pode reconstruir.,SL-S62-07,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-08.md,,,PENDENTE,
680,SL-S62-09,v1.1.0,S62,Recovery / observabilidade local,Próprio,Teste,Testar privacidade do suporte,Tentar incluir segredos/metadados por caminhos de erro e dumps.,reports/recovery/privacy.json,Diagnóstico automático não envia dados; compartilhamento é opção explícita.,SL-S62-08,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-09.md,,,PENDENTE,
681,SL-S62-10,v1.1.0,S62,Recovery / observabilidade local,Próprio,Documentação,Escrever runbooks,"Guiar situações de disco cheio, modelo corrompido, índice perdido e conflito Git.",docs/user/troubleshooting/,Usuário pode seguir passos sem executar comandos desconhecidos como administrador.,SL-S62-09,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-10.md,,,PENDENTE,
682,SL-S62-GATE,v1.1.0,S62,Recovery / observabilidade local,Aceite humano,Gate,Aceitar S62 — Aprimorar recuperação assistida e diagnóstico,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S62/acceptance.md,"Diagnosticar índice corrompido e conflito, reparar somente o que foi autorizado. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S62-01; SL-S62-02; SL-S62-03; SL-S62-04; SL-S62-05; SL-S62-06; SL-S62-07; SL-S62-08; SL-S62-09; SL-S62-10,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S62/acceptance.md,,,PENDENTE,
683,SL-S63-01,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Revisar mudanças upstream,Examinar somente versões pertinentes e correções relevantes dos motores adotados.,reports/upstream/v1.1-review.md,Não se atualizam todos os componentes apenas para perseguir latest.,SL-S61-GATE; SL-S62-GATE,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-01.md,,,PENDENTE,
684,SL-S63-02,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Rebasear patches editoriais,Aplicar série BlockSuite e verificar grafo de deps/licenças.,upstream/blocksuite/patches/,"Round-trip, input e bundle continuam dentro do contrato.",SL-S63-01,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-02.md,,,PENDENTE,
685,SL-S63-03,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Rebasear recorte PageIndex,"Inspecionar ferramentas, prompts, model calls e identidade.",upstream/pageindex/patches/,Atualização não reintroduz cloud/store global ou renumeração de IDs autorais.,SL-S63-02,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-03.md,,,PENDENTE,
686,SL-S63-04,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Atualizar ingest/web quando necessário,"Verificar Docling, Scrapling, normalizador e engines SearxNG.",upstream/maintenance-v1.1.json,Mudanças de extração são avaliadas com corpus; fontes antigas não são reescritas automaticamente.,SL-S63-03,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-04.md,,,PENDENTE,
687,SL-S63-05,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Revisar LocalAI/modelos,Separar atualização de runtime de mudança de pesos e backend.,models/maintenance-v1.1.json,Usuário não recebe troca silenciosa de modelo ou espaço de embeddings.,SL-S63-04,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-05.md,,,PENDENTE,
688,SL-S63-06,v1.1.0,S63,Upstreams / estabilidade,Integração,Upstream,Revisar backend de busca,Testar índice/SDK escolhido e migração de cache em cópia descartável.,reports/search/v1.1-upgrade.md,Mudança do motor não exige modificar dados autorais para continuar funcionando.,SL-S63-05,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-06.md,,,PENDENTE,
689,SL-S63-07,v1.1.0,S63,Upstreams / estabilidade,Integração,Teste,Executar comparação diferencial,"Rodar corpus antigo e novo comparando estrutura, busca e citações.",reports/v1.1/differential.json,"Ganho em um corpus não oculta regressão de escopo, IDs ou fonte.",SL-S63-06,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S63/SL-S63-07.md,,,PENDENTE,
690,SL-S63-08,v1.1.0,S63,Upstreams / estabilidade,Integração,Licença,Atualizar SBOM/fontes,"Registrar novas versões, avisos, patches e artefatos distribuídos.",compliance/releases/v1.1.0/,"Inventário corresponde ao pacote publicado, não só às dependências de desenvolvimento.",SL-S63-07,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S63/SL-S63-08.md,,,PENDENTE,
691,SL-S63-09,v1.1.0,S63,Upstreams / estabilidade,Integração,Governança,Contribuir correções genéricas,"Preparar propostas upstream quando adequado, sem depender da aceitação para preservar segurança.",upstream/contributions-v1.1.md,Mudança mantém rastreabilidade e termos; PR não enviado não é anunciado como contribuição aceita.,SL-S63-08,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S63/SL-S63-09.md,,,PENDENTE,
692,SL-S63-10,v1.1.0,S63,Upstreams / estabilidade,Integração,Release,Publicar v1.1 e verificar rollback,"Incluir fixes, suporte, diagnóstico e restauração testada.",release/v1.1.0/,Usuário v1.0 atualiza sem perder dados e dispõe de procedimento de retorno compatível.,SL-S63-09,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S63/SL-S63-10.md,,,PENDENTE,
693,SL-S63-GATE,v1.1.0,S63,Upstreams / estabilidade,Aceite humano,Gate,Aceitar S63 — Atualizar motores com segurança e publicar v1.1,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S63/acceptance.md,"Atualizar recorte necessário, comparar resultados e reverter se um contrato quebrar. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S63-01; SL-S63-02; SL-S63-03; SL-S63-04; SL-S63-05; SL-S63-06; SL-S63-07; SL-S63-08; SL-S63-09; SL-S63-10,R01; R30; R32; R33; R34,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S63/acceptance.md,,,PENDENTE,
694,SL-S64-01,v1.2.0,S64,Escala / pipelines,Evolução proposta,Decisão,Confirmar escopo de escala,Ratificar metas/corpus de ADR-017 e preservar os budgets base.,docs/product/scale-v1.2.md,"Novo alvo é definido antes do benchmark, não depois de ver resultados favoráveis.",SL-S61-GATE; SL-S63-GATE,R09; R12; R14; R21; R22; R36,Não iniciado,P0,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor,,,reports/S64/SL-S64-01.md,,,PENDENTE,
695,SL-S64-02,v1.2.0,S64,Escala / pipelines,Evolução proposta,Teste,Identificar gargalos,"Perfilar parsing, snapshots, indexação, queries, summaries e cena separadamente.",reports/scale/hotspots.json,Otimização nasce de evidência e não de preferência por reescrever Python em Rust.,SL-S64-01,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-02.md,,,PENDENTE,
696,SL-S64-03,v1.2.0,S64,Escala / pipelines,Evolução proposta,Implementação,Otimizar filas de lote,Introduzir prioridades/fairness e backpressure para UI versus tarefas em massa.,crates/jobs/src/batch_scheduler.rs,Lote grande não impede salvar edição ou cancelar tarefa prioritária.,SL-S64-02,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-03.md,,,PENDENTE,
697,SL-S64-04,v1.2.0,S64,Escala / pipelines,Evolução proposta,Implementação,Otimizar parsing incremental,Reaproveitar revisões/unidades quando backend permitir sem perder cobertura.,crates/ingest/src/incremental_extract.rs,Documento alterado não reutiliza texto de páginas incompatíveis apenas por posição.,SL-S64-03,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-04.md,,,PENDENTE,
698,SL-S64-05,v1.2.0,S64,Escala / pipelines,Evolução proposta,Implementação,Otimizar indexação em geração,Agrupar upserts e publicar revisão consistente com tombstones.,crates/search/src/bulk_index.rs,Pico de throughput não faz ressurgir material excluído.,SL-S64-04,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-05.md,,,PENDENTE,
699,SL-S64-06,v1.2.0,S64,Escala / pipelines,Evolução proposta,Implementação,Otimizar contexto incremental,Recalcular subárvores/grupos necessários e limitar entradas de cache.,crates/context/src/incremental_large.rs,Contexto permanece fiel às relações e não usa summaries obsoletos por economia.,SL-S64-05,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-06.md,,,PENDENTE,
700,SL-S64-07,v1.2.0,S64,Escala / pipelines,Evolução proposta,Implementação,Otimizar viewport medida,Corrigir gargalos de arestas/previews/texturas demonstrados.,apps/desktop/src/board/perf/,Melhor fluidez não remove acessibilidade ou precisão de hit testing.,SL-S64-06,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-07.md,,,PENDENTE,
701,SL-S64-08,v1.2.0,S64,Escala / pipelines,Evolução proposta,Teste,Validar cancelamento/retomada em escala,Interromper import/index/contexto em diferentes pontos do lote.,tests/scale/recovery/,Retomar não duplica autoria nem exige iniciar todo o trabalho sem motivo documentado.,SL-S64-07,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-08.md,,,PENDENTE,
702,SL-S64-09,v1.2.0,S64,Escala / pipelines,Evolução proposta,Teste,Comparar qualidade antes/depois,"Reexecutar avaliações reservadas de busca, summaries e fontes.",reports/scale/quality-regression.json,Otimização não reduz métricas essenciais abaixo dos limiares aprovados.,SL-S64-08,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-09.md,,,PENDENTE,
703,SL-S64-10,v1.2.0,S64,Escala / pipelines,Evolução proposta,Documentação,Publicar limites reais,Descrever corpus/hardware e capacidades desabilitadas por orçamento.,docs/performance/v1.2.md,Nenhum número vira garantia genérica para qualquer desktop ou acervo.,SL-S64-09,R09; R12; R14; R21; R22; R36,Não iniciado,P2,Alto,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S64/SL-S64-10.md,,,PENDENTE,
704,SL-S64-GATE,v1.2.0,S64,Escala / pipelines,Aceite humano,Gate,"Aceitar S64 — Escalar busca, ingestão e contexto com evidência","Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S64/acceptance.md,Processar lote maior mantendo autoria responsiva e resultados/revisões corretos. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S64-01; SL-S64-02; SL-S64-03; SL-S64-04; SL-S64-05; SL-S64-06; SL-S64-07; SL-S64-08; SL-S64-09; SL-S64-10,R09; R12; R14; R21; R22; R36,Não iniciado,P0,Alto,Obrigatória para fechar a versão aprovada,Autor,,,reports/S64/acceptance.md,,,PENDENTE,
705,SL-S65-01,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Contrato,Definir pacote de capacidade,"Agrupar backend, modelos, licenças, hashes, target e dependências.",schemas/capability-pack-v1.json,Pacote declara tudo de que precisa e não executa script arbitrário ao importar.,SL-S32-GATE; SL-S57-GATE; SL-S63-GATE; SL-S64-GATE,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-01.md,,,PENDENTE,
706,SL-S65-02,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Criar construtor de pacotes,Selecionar somente artefatos com redistribuição permitida e manifest verificado.,tooling/capability-pack/build/,Peso com termos incompatíveis não é incorporado apenas porque está disponível para download.,SL-S65-01,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-02.md,,,PENDENTE,
707,SL-S65-03,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Criar importador offline,"Validar assinatura/hash, arquitetura e espaço antes de publicar instalação.",crates/models/src/import_pack.rs,Pacote errado/corrompido é recusado sem substituir uma instalação funcional.,SL-S65-02,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-03.md,,,PENDENTE,
708,SL-S65-04,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Deduplicar armazenamento de artefatos,Compartilhar conteúdo compatível entre perfis preservando versões.,crates/models/src/artifact_store.rs,Remover um perfil não remove modelo ainda usado por outro.,SL-S65-03,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-04.md,,,PENDENTE,
709,SL-S65-05,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Criar perfis de hardware,Recomendar capacidades com base em memória/CPU/GPU detectadas e homologadas.,crates/resources/src/hardware_profiles.rs,Detecção não concede download/rede automaticamente nem presume aceleração não testada.,SL-S65-04,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-05.md,,,PENDENTE,
710,SL-S65-06,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Aplicar fallback de capacidade,Escolher perfil já instalado ou marcar operação indisponível.,crates/models/src/profile_fallback.rs,Fallback nunca migra para provedor remoto sem consentimento.,SL-S65-05,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-06.md,,,PENDENTE,
711,SL-S65-07,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Implementação,Criar UI de instalação/remoção,"Mostrar tamanho, licença, destino e consequências de remover pacote.",apps/desktop/src/settings/capability-packs/,Remoção não apaga Vault nem resultado autoral produzido pelo modelo.,SL-S65-06,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-07.md,,,PENDENTE,
712,SL-S65-08,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Teste,Testar portabilidade por target,Instalar packs nos cinco alvos compatíveis e verificar dependências faltantes.,reports/offline/packs-matrix.json,Pacote de uma arquitetura não é anunciado como universal sem prova.,SL-S65-07,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-08.md,,,PENDENTE,
713,SL-S65-09,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Teste,Validar zero egress,Executar rotas locais completas em rede bloqueada e registrar tentativas.,reports/offline/airgap-v1.2.json,Nenhum backend tenta buscar tokenizer/modelo auxiliar não declarado.,SL-S65-08,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-09.md,,,PENDENTE,
714,SL-S65-10,v1.2.0,S65,Distribuição offline / modelos,Evolução proposta,Documentação,Publicar guia de operação desconectada,"Explicar preparação, atualização, verificação e limites do modo offline.",docs/user/offline-packs.md,App distingue operação local de instalação inicial que pode requerer aquisição prévia dos artefatos.,SL-S65-09,R01; R07; R09; R30; R36,Não iniciado,P0,Crítico,Condicional à ratificação do escopo pós-v1 (ADR-017/018),Autor + agente de IA,,,reports/S65/SL-S65-10.md,,,PENDENTE,
